place,placeLabel,geonames_ids
http://www.wikidata.org/entity/Q31676444,Mount Milne,1
http://www.wikidata.org/entity/Q31676448,Mount Philipps,1
http://www.wikidata.org/entity/Q31676461,Mount Kirkliston,1
http://www.wikidata.org/entity/Q31676466,Mount Phillips,1
http://www.wikidata.org/entity/Q31676476,Mount Florence,1
http://www.wikidata.org/entity/Q31676483,Mount Pfeifer,1
http://www.wikidata.org/entity/Q31676492,Mount Sydney,1
http://www.wikidata.org/entity/Q31676498,Peveril Peak,1
http://www.wikidata.org/entity/Q31676506,Round Hill,1
http://www.wikidata.org/entity/Q31676514,Peterson,1
http://www.wikidata.org/entity/Q31676523,Two Legged Spur,1
http://www.wikidata.org/entity/Q31676530,Peters Hill,1
http://www.wikidata.org/entity/Q31676538,Mount MacGregor,1
http://www.wikidata.org/entity/Q31676546,Mount Peterman,1
http://www.wikidata.org/entity/Q31676551,Mount Nessing,1
http://www.wikidata.org/entity/Q31676562,The Peter,1
http://www.wikidata.org/entity/Q31676577,Mount Peter,1
http://www.wikidata.org/entity/Q31676582,Beacon Hill,1
http://www.wikidata.org/entity/Q31676598,Gallows Hill,1
http://www.wikidata.org/entity/Q31676609,Perry,1
http://www.wikidata.org/entity/Q31676631,Potato Pit Hill,1
http://www.wikidata.org/entity/Q31676649,Mount Parker,1
http://www.wikidata.org/entity/Q31676659,Mount Percy,1
http://www.wikidata.org/entity/Q31676666,Meyer,1
http://www.wikidata.org/entity/Q31676683,Station Peak,1
http://www.wikidata.org/entity/Q31676692,Mount Percival,1
http://www.wikidata.org/entity/Q31676700,Mount Orr,1
http://www.wikidata.org/entity/Q31676709,Mount Penneal,1
http://www.wikidata.org/entity/Q31676716,Tara,1
http://www.wikidata.org/entity/Q31676733,Black Hill,1
http://www.wikidata.org/entity/Q31676744,Peninsula,1
http://www.wikidata.org/entity/Q31676748,Mount Dryburgh,1
http://www.wikidata.org/entity/Q31676759,Peneta,1
http://www.wikidata.org/entity/Q31676764,PARSONS ROCK SPURS,1
http://www.wikidata.org/entity/Q31668335,Misty Peak,1
http://www.wikidata.org/entity/Q31668345,Shattered Peak,1
http://www.wikidata.org/entity/Q31668361,Shark Hill,1
http://www.wikidata.org/entity/Q31668368,Mount Vexation,1
http://www.wikidata.org/entity/Q31668378,Shaler Range,1
http://www.wikidata.org/entity/Q31668386,The Sugar Loaf,1
http://www.wikidata.org/entity/Q31668395,Shale Peak,1
http://www.wikidata.org/entity/Q31668404,Ngataus Knob,1
http://www.wikidata.org/entity/Q31668421,Mount Myers,1
http://www.wikidata.org/entity/Q31668427,Severn,1
http://www.wikidata.org/entity/Q31668439,Ryan Peak,1
http://www.wikidata.org/entity/Q31668445,Serpentine,1
http://www.wikidata.org/entity/Q31668456,Mount Johnson,1
http://www.wikidata.org/entity/Q31668462,The Sentinel,1
http://www.wikidata.org/entity/Q31668473,Malcher Peak,1
http://www.wikidata.org/entity/Q31668479,Mount Selfe,1
http://www.wikidata.org/entity/Q31668491,Novara Peak,1
http://www.wikidata.org/entity/Q31668498,Selbourne Range,1
http://www.wikidata.org/entity/Q31668508,De la Beche Ridge,1
http://www.wikidata.org/entity/Q31668525,Glacier Dome,1
http://www.wikidata.org/entity/Q31668531,Mount Sebastopol,1
http://www.wikidata.org/entity/Q31668543,Haast Ridge,1
http://www.wikidata.org/entity/Q31668549,Sebastopol,1
http://www.wikidata.org/entity/Q31668561,Crozet Peak,1
http://www.wikidata.org/entity/Q31668578,Mount Du Fresne,1
http://www.wikidata.org/entity/Q31668583,Sea View Peak,1
http://www.wikidata.org/entity/Q31668594,Big Mac,1
http://www.wikidata.org/entity/Q31668602,Sea View,1
http://www.wikidata.org/entity/Q31668620,Sealy Range,1
http://www.wikidata.org/entity/Q31668628,The Buttress,1
http://www.wikidata.org/entity/Q31668644,Paschendale Ridge,1
http://www.wikidata.org/entity/Q31668655,Scratchback Hill,1
http://www.wikidata.org/entity/Q31668661,Mount Garnier,1
http://www.wikidata.org/entity/Q31668673,Scout Hill,1
http://www.wikidata.org/entity/Q31668678,Sam Peak,1
http://www.wikidata.org/entity/Q31668691,Scotts Knob,1
http://www.wikidata.org/entity/Q31668695,Craig Peak,1
http://www.wikidata.org/entity/Q31668708,Mount Scott,1
http://www.wikidata.org/entity/Q31668711,Storm,1
http://www.wikidata.org/entity/Q31668726,Scott,1
http://www.wikidata.org/entity/Q31668729,Belmont,1
http://www.wikidata.org/entity/Q31668744,Scott,1
http://www.wikidata.org/entity/Q31668746,Vanguard,1
http://www.wikidata.org/entity/Q31668762,Scaw Fell,1
http://www.wikidata.org/entity/Q31668763,Mount Copland,1
http://www.wikidata.org/entity/Q31668781,Price Peak,1
http://www.wikidata.org/entity/Q31668811,Scarcliffe Hill,1
http://www.wikidata.org/entity/Q31668813,Crumbling Ridge,1
http://www.wikidata.org/entity/Q31668827,Sayers,1
http://www.wikidata.org/entity/Q31668829,The Fang,1
http://www.wikidata.org/entity/Q31668844,Saxton,1
http://www.wikidata.org/entity/Q31668846,The Nick,1
http://www.wikidata.org/entity/Q31668860,Mount Saunders,1
http://www.wikidata.org/entity/Q31668864,Dent Noire,1
http://www.wikidata.org/entity/Q31668875,Saul,1
http://www.wikidata.org/entity/Q31668882,Lyttle Peak,1
http://www.wikidata.org/entity/Q31668892,Sara Hills,1
http://www.wikidata.org/entity/Q31668899,Shiels Peak,1
http://www.wikidata.org/entity/Q31668909,Sandymount,1
http://www.wikidata.org/entity/Q31668916,La Perouse,1
http://www.wikidata.org/entity/Q31668928,Sandy Hill,1
http://www.wikidata.org/entity/Q31668933,Nazomi,1
http://www.wikidata.org/entity/Q31668946,Sams Hill,1
http://www.wikidata.org/entity/Q31668949,South Ridge,1
http://www.wikidata.org/entity/Q31668964,Mount Salamis,1
http://www.wikidata.org/entity/Q31668966,West Ridge,1
http://www.wikidata.org/entity/Q31668983,Saint Paul,1
http://www.wikidata.org/entity/Q31668985,Low Peak,1
http://www.wikidata.org/entity/Q31669000,Mount Saint Patrick,1
http://www.wikidata.org/entity/Q31669002,North West Ridge,1
http://www.wikidata.org/entity/Q31669017,Saint Mildred Peak,1
http://www.wikidata.org/entity/Q31669019,Anzac Peaks,1
http://www.wikidata.org/entity/Q31669034,Saint Marys Range,1
http://www.wikidata.org/entity/Q31669037,Middle Peak,1
http://www.wikidata.org/entity/Q31669053,Saint Mary,1
http://www.wikidata.org/entity/Q31669055,East Ridge,1
http://www.wikidata.org/entity/Q31669071,Saint Cuthbert Range,1
http://www.wikidata.org/entity/Q31669073,Mount Jellicoe,1
http://www.wikidata.org/entity/Q31669089,Saint Bernard,1
http://www.wikidata.org/entity/Q31669090,Mount Low,1
http://www.wikidata.org/entity/Q31669106,Saint Bathans Range,1
http://www.wikidata.org/entity/Q31669108,Sturdee Peak,1
http://www.wikidata.org/entity/Q31669124,Mount Saint Bathans,1
http://www.wikidata.org/entity/Q31669126,Mount Hicks,1
http://www.wikidata.org/entity/Q31669142,Saint Arnaud,1
http://www.wikidata.org/entity/Q31669144,Earle Ridge,1
http://www.wikidata.org/entity/Q31669160,Sail Rock,1
http://www.wikidata.org/entity/Q31669162,Bowie Ridge,1
http://www.wikidata.org/entity/Q31669178,Saddle Hill,1
http://www.wikidata.org/entity/Q31669179,Zurbriggen Ridge,1
http://www.wikidata.org/entity/Q31669195,Saddle Hill,1
http://www.wikidata.org/entity/Q31669196,High Peak,1
http://www.wikidata.org/entity/Q31669212,Saddle Hill,1
http://www.wikidata.org/entity/Q31669213,North East Ridge,1
http://www.wikidata.org/entity/Q31669229,Saddle Hill,1
http://www.wikidata.org/entity/Q31669231,North Ridge,1
http://www.wikidata.org/entity/Q31660805,Teichelmann Rock,1
http://www.wikidata.org/entity/Q31660810,Titoki,1
http://www.wikidata.org/entity/Q31660821,Alex Knob,1
http://www.wikidata.org/entity/Q31660826,Titoitoi,1
http://www.wikidata.org/entity/Q31660836,Ebenezer Peak,1
http://www.wikidata.org/entity/Q31660842,Titiroa,1
http://www.wikidata.org/entity/Q31660852,Annie Peak,1
http://www.wikidata.org/entity/Q31660868,Mount Gunn,1
http://www.wikidata.org/entity/Q31660872,Titi,1
http://www.wikidata.org/entity/Q31660883,Goatpath,1
http://www.wikidata.org/entity/Q31660887,Titan Rocks,1
http://www.wikidata.org/entity/Q31660898,Coulter Ridge,1
http://www.wikidata.org/entity/Q31660903,Tirotirowhetu,1
http://www.wikidata.org/entity/Q31660914,Thelma Peak,1
http://www.wikidata.org/entity/Q31660919,Tirohanga,1
http://www.wikidata.org/entity/Q31660930,Hende Ridge,1
http://www.wikidata.org/entity/Q31660935,Tirohanga,1
http://www.wikidata.org/entity/Q31660945,Crawford Knob,1
http://www.wikidata.org/entity/Q31660950,Tiro,1
http://www.wikidata.org/entity/Q31660961,Drummond Ridge,1
http://www.wikidata.org/entity/Q31660966,Tiriraukawa,1
http://www.wikidata.org/entity/Q31660990,Saint Mildred Peak,1
http://www.wikidata.org/entity/Q31660995,Tiringa,1
http://www.wikidata.org/entity/Q31661004,Newton Rocks,1
http://www.wikidata.org/entity/Q31661010,Tiri Tiri,1
http://www.wikidata.org/entity/Q31661020,Mackay Rocks,1
http://www.wikidata.org/entity/Q31661025,Tiraumea,1
http://www.wikidata.org/entity/Q31661041,Tiraha,1
http://www.wikidata.org/entity/Q31661051,Moonlight Peak,1
http://www.wikidata.org/entity/Q31661056,Tionui,1
http://www.wikidata.org/entity/Q31661066,Mount Rudolf,1
http://www.wikidata.org/entity/Q31661072,Tinui Hill,1
http://www.wikidata.org/entity/Q31661082,Aigrette,1
http://www.wikidata.org/entity/Q31661089,Tintock,1
http://www.wikidata.org/entity/Q31661098,Matenga Peak,1
http://www.wikidata.org/entity/Q31661104,Mount Tinline,1
http://www.wikidata.org/entity/Q31661113,Lindon Ridge,1
http://www.wikidata.org/entity/Q31661119,Timahanga,1
http://www.wikidata.org/entity/Q31661128,Tusk,1
http://www.wikidata.org/entity/Q31661136,Tikorangi,1
http://www.wikidata.org/entity/Q31661145,Mount Von Bulow,1
http://www.wikidata.org/entity/Q31661159,Penck Ridge,1
http://www.wikidata.org/entity/Q31661176,Mount Halcombe,1
http://www.wikidata.org/entity/Q31661199,Bismarck Peaks,1
http://www.wikidata.org/entity/Q31661201,Tikihore,1
http://www.wikidata.org/entity/Q31661215,Tiki Tiki,1
http://www.wikidata.org/entity/Q31661230,Tihorea,1
http://www.wikidata.org/entity/Q31661241,Sollas Ridge,1
http://www.wikidata.org/entity/Q31661257,Mount Anderegg,1
http://www.wikidata.org/entity/Q31661272,Chancellor Dome,1
http://www.wikidata.org/entity/Q31661279,Tiger Hill,1
http://www.wikidata.org/entity/Q31661287,Chancellor Ridge,1
http://www.wikidata.org/entity/Q31661294,The Thumbs,1
http://www.wikidata.org/entity/Q31661302,Mount Gaskell,1
http://www.wikidata.org/entity/Q31661308,The Throne,1
http://www.wikidata.org/entity/Q31661316,Mount Purity,1
http://www.wikidata.org/entity/Q31661330,Mount McIntosh,1
http://www.wikidata.org/entity/Q31661337,Mount Thorndike,1
http://www.wikidata.org/entity/Q31661345,Lemmer Peak,1
http://www.wikidata.org/entity/Q31661353,Thomson Mountains,1
http://www.wikidata.org/entity/Q31661361,Mount Roon,1
http://www.wikidata.org/entity/Q31661370,Mount Thomson,1
http://www.wikidata.org/entity/Q31661377,Mount Moltke,1
http://www.wikidata.org/entity/Q31661387,Thomson Hill,1
http://www.wikidata.org/entity/Q31661392,Huntington Ridge,1
http://www.wikidata.org/entity/Q31661403,Thomson,1
http://www.wikidata.org/entity/Q31661408,Mount Ferguson,1
http://www.wikidata.org/entity/Q31661419,Mount Thompson,1
http://www.wikidata.org/entity/Q31661425,Mount Vickers,1
http://www.wikidata.org/entity/Q31661435,Thompson,1
http://www.wikidata.org/entity/Q31661441,Mount Mitchell,1
http://www.wikidata.org/entity/Q31661449,Thomas Range,1
http://www.wikidata.org/entity/Q31661464,Mount Thomas,1
http://www.wikidata.org/entity/Q31661476,Cone Rock,1
http://www.wikidata.org/entity/Q31661482,Mount Thomas,1
http://www.wikidata.org/entity/Q31661492,Mount Northcroft,1
http://www.wikidata.org/entity/Q31661499,Mount Teviot,1
http://www.wikidata.org/entity/Q31661507,Mount Kinnaird,1
http://www.wikidata.org/entity/Q31661515,Terror Peaks,1
http://www.wikidata.org/entity/Q31661531,Terrible Knob,1
http://www.wikidata.org/entity/Q31661539,Canaurd Hill,1
http://www.wikidata.org/entity/Q31661548,Mount Terres,1
http://www.wikidata.org/entity/Q31661554,Ward Hill,1
http://www.wikidata.org/entity/Q31661564,Terrace Peak,1
http://www.wikidata.org/entity/Q31661570,Argentum,1
http://www.wikidata.org/entity/Q31661580,Teritua,1
http://www.wikidata.org/entity/Q31661586,Mount Butzbach,1
http://www.wikidata.org/entity/Q31661597,Te Whanga,1
http://www.wikidata.org/entity/Q31661616,Mount Stratford,1
http://www.wikidata.org/entity/Q31661629,Mount Kinihi,1
http://www.wikidata.org/entity/Q31661640,Mount Douglas,1
http://www.wikidata.org/entity/Q31476224,Piringa,1
http://www.wikidata.org/entity/Q31476260,Maropea,1
http://www.wikidata.org/entity/Q31476280,Patiki,1
http://www.wikidata.org/entity/Q31476302,Rongotea,1
http://www.wikidata.org/entity/Q31476323,Three Johns,1
http://www.wikidata.org/entity/Q31476343,Mangaweka,1
http://www.wikidata.org/entity/Q31476362,Iron Peg,1
http://www.wikidata.org/entity/Q31476381,Rangioteatua,1
http://www.wikidata.org/entity/Q31476401,Colenso Spur,1
http://www.wikidata.org/entity/Q31476420,Long Spur,1
http://www.wikidata.org/entity/Q31476438,Crag,1
http://www.wikidata.org/entity/Q31476459,Sugar Loaf,1
http://www.wikidata.org/entity/Q31476480,The Tump,1
http://www.wikidata.org/entity/Q31476498,Folgers Hill,1
http://www.wikidata.org/entity/Q31476518,Broken Ridge,1
http://www.wikidata.org/entity/Q31476538,HINERUA RIDGE,1
http://www.wikidata.org/entity/Q31476561,BLACK RIDGE,1
http://www.wikidata.org/entity/Q31476581,SAWTOOTH RIDGE,1
http://www.wikidata.org/entity/Q31476601,Government Spur,1
http://www.wikidata.org/entity/Q31476620,Ohuinga,1
http://www.wikidata.org/entity/Q31476658,Wooden Peg,1
http://www.wikidata.org/entity/Q31476677,Dirty Spur,1
http://www.wikidata.org/entity/Q31476735,Te Hekenga,1
http://www.wikidata.org/entity/Q31476755,Taumataomekura,1
http://www.wikidata.org/entity/Q31476791,Mangahuia,1
http://www.wikidata.org/entity/Q31476811,Maungamahue,1
http://www.wikidata.org/entity/Q31476832,Daphne Ridge,1
http://www.wikidata.org/entity/Q31476871,Taumatataua,1
http://www.wikidata.org/entity/Q31476891,Daphne Spur,1
http://www.wikidata.org/entity/Q31476911,Otumore,1
http://www.wikidata.org/entity/Q31476931,Rocky Knob,1
http://www.wikidata.org/entity/Q31476949,Tunupo,1
http://www.wikidata.org/entity/Q31476970,Toka,1
http://www.wikidata.org/entity/Q31476990,Pukenui,1
http://www.wikidata.org/entity/Q31477010,Te Atuaoparapara,1
http://www.wikidata.org/entity/Q31477030,Tiraha,1
http://www.wikidata.org/entity/Q31477051,Hikurangi,1
http://www.wikidata.org/entity/Q31477071,Ore Ore,1
http://www.wikidata.org/entity/Q31477090,Wairakai,1
http://www.wikidata.org/entity/Q31477109,Campion,1
http://www.wikidata.org/entity/Q31477128,San Hill,1
http://www.wikidata.org/entity/Q31477147,Takapau,1
http://www.wikidata.org/entity/Q31477185,The Peak,1
http://www.wikidata.org/entity/Q31477203,Conical Hill,1
http://www.wikidata.org/entity/Q31477222,Rangitoto,1
http://www.wikidata.org/entity/Q31477242,Paeroa,1
http://www.wikidata.org/entity/Q31477263,Ahiweka,1
http://www.wikidata.org/entity/Q31477282,Taumatanui,1
http://www.wikidata.org/entity/Q31477302,Poupouatua,1
http://www.wikidata.org/entity/Q31477321,Tuturewa,1
http://www.wikidata.org/entity/Q31477340,Mount Alta,1
http://www.wikidata.org/entity/Q31477358,Summit,1
http://www.wikidata.org/entity/Q31477377,Mount Cerberus,1
http://www.wikidata.org/entity/Q31477397,Mount Hogg,1
http://www.wikidata.org/entity/Q31477424,Wahatuara,1
http://www.wikidata.org/entity/Q31477437,Beehive,1
http://www.wikidata.org/entity/Q31477458,Opureke,1
http://www.wikidata.org/entity/Q31477477,Otumakiore,1
http://www.wikidata.org/entity/Q31477495,Orangikino,1
http://www.wikidata.org/entity/Q31477514,Pohokura,1
http://www.wikidata.org/entity/Q31477534,Wharerangiora,1
http://www.wikidata.org/entity/Q31477573,Te Rata,1
http://www.wikidata.org/entity/Q31477592,Te Kooti's Lookout,1
http://www.wikidata.org/entity/Q31477609,Te Ipuohape,1
http://www.wikidata.org/entity/Q31477626,Taumatakaiamu,1
http://www.wikidata.org/entity/Q31477646,Kokohitoa,1
http://www.wikidata.org/entity/Q31477667,Rakaita,1
http://www.wikidata.org/entity/Q31477687,Patuwahine,1
http://www.wikidata.org/entity/Q31477708,Patikiakai,1
http://www.wikidata.org/entity/Q31477730,Ahu-o-te-Atua,1
http://www.wikidata.org/entity/Q31477751,Kaimatangi,1
http://www.wikidata.org/entity/Q31477791,Tunurangi,1
http://www.wikidata.org/entity/Q31477812,Wharangi,1
http://www.wikidata.org/entity/Q31477832,Otangihia,1
http://www.wikidata.org/entity/Q31477871,Tataraakina,1
http://www.wikidata.org/entity/Q31477911,Tahau,1
http://www.wikidata.org/entity/Q31477950,Kopua,1
http://www.wikidata.org/entity/Q31477970,Mount Cameron,1
http://www.wikidata.org/entity/Q31477990,Puketautahi,1
http://www.wikidata.org/entity/Q31478009,Wharerangi,1
http://www.wikidata.org/entity/Q31478030,Rorookuri,1
http://www.wikidata.org/entity/Q31478050,Matapiro,1
http://www.wikidata.org/entity/Q31478070,Washpool,1
http://www.wikidata.org/entity/Q31478089,Ngapuke te tua,1
http://www.wikidata.org/entity/Q31478112,Ben Lomond,1
http://www.wikidata.org/entity/Q31478133,Sugar Loaf,1
http://www.wikidata.org/entity/Q31478152,Mount Erin,1
http://www.wikidata.org/entity/Q31478190,Moturoa,1
http://www.wikidata.org/entity/Q31478211,Waipawa Hill,1
http://www.wikidata.org/entity/Q31478229,Rangitoto,1
http://www.wikidata.org/entity/Q31478248,Two Peaks,1
http://www.wikidata.org/entity/Q31478269,Te Atua,1
http://www.wikidata.org/entity/Q31478289,Rangitapu,1
http://www.wikidata.org/entity/Q31478307,Pukeoheke,1
http://www.wikidata.org/entity/Q31478326,Ben Lomond,1
http://www.wikidata.org/entity/Q31478346,Mount Carlyon,1
http://www.wikidata.org/entity/Q31478367,Omakere,1
http://www.wikidata.org/entity/Q31478388,Flagstaff,1
http://www.wikidata.org/entity/Q31669245,Saddle Back Peak,1
http://www.wikidata.org/entity/Q31669249,Aoraki/Mount Cook,1
http://www.wikidata.org/entity/Q31669261,Saddle,1
http://www.wikidata.org/entity/Q31669267,Malaspina,1
http://www.wikidata.org/entity/Q31669277,Mount Sadd,1
http://www.wikidata.org/entity/Q31669285,Mount Graham,1
http://www.wikidata.org/entity/Q31669294,Ryans Peak,1
http://www.wikidata.org/entity/Q31669301,Silberhorn,1
http://www.wikidata.org/entity/Q31669310,Mount Rutland,1
http://www.wikidata.org/entity/Q31669317,Magellan,1
http://www.wikidata.org/entity/Q31669326,Mount Rutland,1
http://www.wikidata.org/entity/Q31669334,Mount Teichelmann,1
http://www.wikidata.org/entity/Q31669342,Rurunui,1
http://www.wikidata.org/entity/Q31669359,Ruru,1
http://www.wikidata.org/entity/Q31669368,Grey Peak,1
http://www.wikidata.org/entity/Q31669377,Ruggedy Mountains,1
http://www.wikidata.org/entity/Q31669384,Syme Ridge,1
http://www.wikidata.org/entity/Q31669395,Rugged Peak,1
http://www.wikidata.org/entity/Q31669400,Drake,1
http://www.wikidata.org/entity/Q31669448,Mount Ruera,1
http://www.wikidata.org/entity/Q31669451,Receveur Peak,1
http://www.wikidata.org/entity/Q31669466,Ruberslaw,1
http://www.wikidata.org/entity/Q31669483,Ruawahia,1
http://www.wikidata.org/entity/Q31669501,Ruareka,1
http://www.wikidata.org/entity/Q31669505,Emas Dome,1
http://www.wikidata.org/entity/Q31669523,Glacier Peak,1
http://www.wikidata.org/entity/Q31669540,Mount Alack,1
http://www.wikidata.org/entity/Q31669558,Pioneer Ridge,1
http://www.wikidata.org/entity/Q31669573,Bristol Top,1
http://www.wikidata.org/entity/Q31669588,Conway Peak,1
http://www.wikidata.org/entity/Q31669606,Mount Spencer,1
http://www.wikidata.org/entity/Q31669622,Mount Frederick Gardiner,1
http://www.wikidata.org/entity/Q31669623,Ruahemi,1
http://www.wikidata.org/entity/Q31669638,Mount Aurora,1
http://www.wikidata.org/entity/Q31669640,Ruahakoakoa,1
http://www.wikidata.org/entity/Q31669654,Mount Jervois,1
http://www.wikidata.org/entity/Q31669657,Mount Royal,1
http://www.wikidata.org/entity/Q31669673,Mount Royal,1
http://www.wikidata.org/entity/Q31669689,Mount Row,1
http://www.wikidata.org/entity/Q31669692,Meteor Peak,1
http://www.wikidata.org/entity/Q31669706,Round Ridge Hill,1
http://www.wikidata.org/entity/Q31669723,Round Peaks,1
http://www.wikidata.org/entity/Q31669727,Triad Peak,1
http://www.wikidata.org/entity/Q31669741,Round Hill,1
http://www.wikidata.org/entity/Q31669744,West Hoe,1
http://www.wikidata.org/entity/Q31669759,Round Hill,1
http://www.wikidata.org/entity/Q31669761,Mount Christie,1
http://www.wikidata.org/entity/Q31669776,Round Hill,1
http://www.wikidata.org/entity/Q31669793,Round Hill,1
http://www.wikidata.org/entity/Q31669795,Mount Bannie,1
http://www.wikidata.org/entity/Q31669809,Round Hill,1
http://www.wikidata.org/entity/Q31669826,Round Hill,1
http://www.wikidata.org/entity/Q31669830,Mount Montgomerie,1
http://www.wikidata.org/entity/Q31669843,Round Hill,1
http://www.wikidata.org/entity/Q31669847,Maunga Ma,1
http://www.wikidata.org/entity/Q31669861,Round Hill,1
http://www.wikidata.org/entity/Q31669865,Kitchener,1
http://www.wikidata.org/entity/Q31669879,Round Hill,1
http://www.wikidata.org/entity/Q31669882,Sharks Teeth,1
http://www.wikidata.org/entity/Q31669896,Round Hill,1
http://www.wikidata.org/entity/Q31669899,Mount Thomson,1
http://www.wikidata.org/entity/Q31669913,Round Hill,1
http://www.wikidata.org/entity/Q31669917,Mount Kinsey,1
http://www.wikidata.org/entity/Q31669931,Round Hill,1
http://www.wikidata.org/entity/Q31669934,Blizzard Peak,1
http://www.wikidata.org/entity/Q31669948,Round Hill,1
http://www.wikidata.org/entity/Q31669950,Mount Glorious,1
http://www.wikidata.org/entity/Q31669964,Round Hill,1
http://www.wikidata.org/entity/Q31669965,Pibrac,1
http://www.wikidata.org/entity/Q31669981,Round Downs,1
http://www.wikidata.org/entity/Q31669982,Lean Peak,1
http://www.wikidata.org/entity/Q31669997,Rough Peaks,1
http://www.wikidata.org/entity/Q31670000,Mount Gillies,1
http://www.wikidata.org/entity/Q31670014,Rough Hill West,1
http://www.wikidata.org/entity/Q31670017,Betty Hill,1
http://www.wikidata.org/entity/Q31670030,Rough Hill East,1
http://www.wikidata.org/entity/Q31670033,The Razorback,1
http://www.wikidata.org/entity/Q31670047,The Rotunda,1
http://www.wikidata.org/entity/Q31670050,Mackenzies Peak,1
http://www.wikidata.org/entity/Q31670065,Rotoroa,1
http://www.wikidata.org/entity/Q31670081,Rotoroa,1
http://www.wikidata.org/entity/Q31670083,The Big Hill,1
http://www.wikidata.org/entity/Q31670097,Rotorangi,1
http://www.wikidata.org/entity/Q31670100,Rotten Tommy,1
http://www.wikidata.org/entity/Q31670119,Mount Catherine,1
http://www.wikidata.org/entity/Q31670134,Rosy Peak,1
http://www.wikidata.org/entity/Q31670153,Mount Ross,1
http://www.wikidata.org/entity/Q31670156,Mount Donald,1
http://www.wikidata.org/entity/Q31670175,Corbies Peaks,1
http://www.wikidata.org/entity/Q31670190,Mount Ross,1
http://www.wikidata.org/entity/Q31676779,Mount Weta,1
http://www.wikidata.org/entity/Q31676791,Mount Pender,1
http://www.wikidata.org/entity/Q31676794,Mount Bitterness,1
http://www.wikidata.org/entity/Q31676806,Mount Pember,1
http://www.wikidata.org/entity/Q31676809,Big Ben,1
http://www.wikidata.org/entity/Q31676823,Mount Pelion,1
http://www.wikidata.org/entity/Q31676825,Kakanui Peak,1
http://www.wikidata.org/entity/Q31676840,Peke Peke,1
http://www.wikidata.org/entity/Q31676842,Scout Hill,1
http://www.wikidata.org/entity/Q31676856,Black Cap,1
http://www.wikidata.org/entity/Q31676873,Mount Evelyn,1
http://www.wikidata.org/entity/Q31676887,Peep o'Day,1
http://www.wikidata.org/entity/Q31676890,KAKANUI SPUR,1
http://www.wikidata.org/entity/Q31676904,Peel Range,1
http://www.wikidata.org/entity/Q31676905,Kauru,1
http://www.wikidata.org/entity/Q31676921,Mount Pisgah,1
http://www.wikidata.org/entity/Q31676939,Round Hill,1
http://www.wikidata.org/entity/Q31676952,Pebbley Hill,1
http://www.wikidata.org/entity/Q31676953,Diggings Peak,1
http://www.wikidata.org/entity/Q31676970,Grayson Peak,1
http://www.wikidata.org/entity/Q31676986,Peaked Hill,1
http://www.wikidata.org/entity/Q31676987,Cone,1
http://www.wikidata.org/entity/Q31677017,The Peak,1
http://www.wikidata.org/entity/Q31677021,Mount Nobbler,1
http://www.wikidata.org/entity/Q31677033,Pawharariki,1
http://www.wikidata.org/entity/Q31677037,MAEREWHENUA SPUR,1
http://www.wikidata.org/entity/Q31677052,Mount David,1
http://www.wikidata.org/entity/Q31677065,Pavilion Peak,1
http://www.wikidata.org/entity/Q31677068,Otekaieke Hill,1
http://www.wikidata.org/entity/Q31677080,Mount Paulina,1
http://www.wikidata.org/entity/Q31677085,Ben Lomond,1
http://www.wikidata.org/entity/Q31677097,Mount Paul,1
http://www.wikidata.org/entity/Q31677101,Lower Ben Lomond,1
http://www.wikidata.org/entity/Q31677114,Patutu,1
http://www.wikidata.org/entity/Q31677117,Mole Hill,1
http://www.wikidata.org/entity/Q31677132,Belmont Hill,1
http://www.wikidata.org/entity/Q31677147,Island Cliff,1
http://www.wikidata.org/entity/Q31677161,Patua Wahine,1
http://www.wikidata.org/entity/Q31677175,Patua Peak,1
http://www.wikidata.org/entity/Q31677178,Basalt Hill,1
http://www.wikidata.org/entity/Q31677191,Mount Patten,1
http://www.wikidata.org/entity/Q31677194,Fortification Hill,1
http://www.wikidata.org/entity/Q31677207,Mount Patriarch,1
http://www.wikidata.org/entity/Q31677208,Koakam Hill,1
http://www.wikidata.org/entity/Q31677223,Pationui,1
http://www.wikidata.org/entity/Q31677224,Grassy Ridge,1
http://www.wikidata.org/entity/Q31677239,Patikiakai,1
http://www.wikidata.org/entity/Q31677241,HALF MOON SPUR,1
http://www.wikidata.org/entity/Q31677255,Patete,1
http://www.wikidata.org/entity/Q31677271,Mount Paterson,1
http://www.wikidata.org/entity/Q31677274,Stag Hill,1
http://www.wikidata.org/entity/Q31677288,Pa te Atua Reretahi,1
http://www.wikidata.org/entity/Q31677305,Patangata,1
http://www.wikidata.org/entity/Q31677311,Brother Peaks,1
http://www.wikidata.org/entity/Q31677321,Pataka,1
http://www.wikidata.org/entity/Q31677325,Station Hill,1
http://www.wikidata.org/entity/Q31677338,Pasture Hill,1
http://www.wikidata.org/entity/Q31677341,Sister Peaks,1
http://www.wikidata.org/entity/Q31677356,Pass Peak,1
http://www.wikidata.org/entity/Q31677358,Mount Hellene,1
http://www.wikidata.org/entity/Q31677373,Mount Paske,1
http://www.wikidata.org/entity/Q31677375,Dunback Hill,1
http://www.wikidata.org/entity/Q31677390,Mount Parnassus,1
http://www.wikidata.org/entity/Q31677393,Highlay Hill,1
http://www.wikidata.org/entity/Q31677405,Mount Parker,1
